order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,review_score,is_returned,product_category_encoded,return_prob
0b93ff37e8344c6013bad16484c7fbe4,41b40faae6aeea7a8b6884948863386e,delivered,2018-07-22 11:13:05,2018-07-23 14:31:12,2018-08-02 16:31:00,2018-08-07 22:11:10,2018-08-21 00:00:00,1,be7af429d53adfab190dacdaad6a1c9b,b19f3ca2ea475913750f25a5c37c8d8f,2018-08-02 11:05:18,998.9,222.38,papelaria,54.0,2562.0,1.0,21800.0,55.0,50.0,40.0,8733d5194de65480195c9afdc3bf8881,88240,sao joao batista,SC,5.0,0,60,0.7259345252617477
db3b94ddef8837c5c780836f80da86c7,201f130e96c1e81beaabb40ad0a62191,delivered,2017-11-04 17:06:18,2017-11-05 17:10:43,2017-11-07 22:11:51,2017-11-17 23:23:32,2017-12-13 00:00:00,1,5f12f6b1738fab26e4a9d7907452c932,c35affa65afd250151285c5917fc1c8a,2017-11-13 17:10:43,799.99,217.53,automotivo,42.0,1026.0,4.0,29600.0,56.0,15.0,36.0,9a81c7dc0ab471b009bc6c0b3fd8ec1d,76913,ji-parana,RO,5.0,0,8,0.7076966157320743
076d1555fb53a89b0ef4d529e527a0f6,f08306b95370e8d5f0d97b71229284b6,delivered,2018-07-30 10:04:21,2018-08-01 04:35:22,2018-08-02 15:04:00,2018-08-08 00:46:43,2018-08-14 00:00:00,1,a3cd9517ebf5a50dca25acce54f3b171,6fa9202c10491e472dffd59a3e82b2a3,2018-08-07 04:35:22,2338.08,375.28,utilidades_domesticas,52.0,1910.0,4.0,30000.0,75.0,58.0,65.0,f140f377d666848e3712b51a2734d120,87013,maringa,PR,4.0,0,73,0.8437267160864304
9d32e14ab99f206e6f8f2b6ad13baabf,ff73a759cba534dba02faaffdeb00e61,delivered,2018-03-09 12:01:33,2018-03-09 12:15:33,2018-03-09 21:55:20,2018-04-03 20:26:24,2018-04-06 00:00:00,1,0f3777229e40207d248acfd6e1f716b6,e2aee0892199b1d92530e371abd825bf,2018-03-15 12:15:33,189.9,244.34,esporte_lazer,64.0,640.0,2.0,30000.0,42.0,105.0,47.0,cf96f6830f6e50b7dcba257a163e465c,12701,cruzeiro,SP,2.0,1,32,0.7433747082114207
989b7ba45085e6ea528e597dafb40f99,aee140539d699da4a18bbea33883c861,processing,2017-03-04 14:08:26,2017-03-06 06:42:50,,,2017-04-11 00:00:00,1,966b5d9192f75a085e72b4861e25b5df,c88f62b4c386a59281014d677864d016,2017-03-15 06:42:50,1099.0,251.5,esporte_lazer,46.0,894.0,1.0,5000.0,64.0,48.0,22.0,13a820054b49008f130da176c4e0487b,56280,araripina,PE,1.0,1,32,0.7449331081711715
0b6230647ed16f4b3e70282dc4b5b87f,a86efb07b29b0ab31a5c6047c600edab,delivered,2018-05-16 13:05:37,2018-05-17 19:36:10,2018-05-30 12:38:00,2018-06-12 19:06:34,2018-06-14 00:00:00,1,46e24ce614899e36617e37ea1e4aa6ff,17f51e7198701186712e53a39c564617,2018-06-01 19:14:24,1050.0,321.88,beleza_saude,58.0,549.0,1.0,30000.0,55.0,75.0,61.0,ecf7874aa8a2586adf6ca37fab21ecc2,29303,cachoeiro de itapemirim,ES,2.0,1,11,0.7991733486006751
725cf8e9c24e679a8a5a32cb92c9ce1e,74be082247cd677a147d83ee670e9d53,delivered,2017-06-08 21:00:36,2017-06-08 21:15:16,2017-06-23 13:03:27,2017-07-06 09:22:00,2017-08-02 00:00:00,1,c100e5fef1abb5e1c5054d1dac2d83ac,17f51e7198701186712e53a39c564617,2017-06-25 21:15:16,890.0,258.28,beleza_saude,57.0,534.0,1.0,30000.0,55.0,75.0,61.0,fffcf5a5ff07b0908bd4e2dbc735a684,55250,sanharo,PE,5.0,0,11,0.7466901443318347
725cf8e9c24e679a8a5a32cb92c9ce1e,74be082247cd677a147d83ee670e9d53,delivered,2017-06-08 21:00:36,2017-06-08 21:15:16,2017-06-23 13:03:27,2017-07-06 09:22:00,2017-08-02 00:00:00,2,bbc5419bc92d76e27795c9ec2c233c64,17f51e7198701186712e53a39c564617,2017-06-25 21:15:16,680.0,239.14,beleza_saude,51.0,423.0,1.0,30000.0,55.0,75.0,61.0,fffcf5a5ff07b0908bd4e2dbc735a684,55250,sanharo,PE,5.0,0,11,0.7301480159949129
1429d024a5b24651ee03fd7216d95247,700864a2937ee34dee15a39ef4df15a6,delivered,2018-05-20 21:37:34,2018-05-22 07:55:16,2018-05-22 11:56:00,2018-06-21 11:32:27,2018-06-28 00:00:00,1,1b820caf50df248cf5ef1642359a1812,b92e3c8f9738272ff7c59e111e108d7c,2018-06-01 07:55:16,169.9,206.5,moveis_decoracao,40.0,242.0,4.0,13000.0,82.0,6.0,82.0,6f1b644a068a6fecb7fbac8f5fcfa056,68372,altamira,PA,1.0,1,54,0.7137122678718969
9f35328dc92b28c67517b812818dc6a8,0590c3c795016c3e5eea083a2e1f21b7,shipped,2018-01-28 18:08:56,2018-01-29 18:12:16,2018-01-30 18:08:45,,2018-03-02 00:00:00,1,d7f8b7443f6ae5796dabe493521a1e79,9596c870880d900012f2e8e6e30d06d7,2018-02-02 18:12:16,980.9,262.72,industria_comercio_e_negocios,56.0,2029.0,2.0,30000.0,105.0,43.0,46.0,42ef0078e2b63542c1b07aab85ab8f63,54768,camaragibe,PE,1.0,1,43,0.758453365195253
cfed507ac357129f750f05a0d7d71b15,088d20d5878711d537176871a6e850e4,delivered,2018-02-25 12:15:02,2018-02-26 22:10:27,2018-03-08 18:06:50,2018-04-06 01:26:34,2018-03-27 00:00:00,1,b6106bf3d09b8fdd33c3a9559da43145,08cdbae123ff67ca4e36d9d641ce0119,2018-03-04 22:10:27,460.0,237.11,moveis_sala,57.0,725.0,1.0,30000.0,48.0,52.0,75.0,ef7361e14a64f77990f58e9c571e2f9a,65800,balsas,MA,1.0,1,57,0.7419194802684067
cfed507ac357129f750f05a0d7d71b15,088d20d5878711d537176871a6e850e4,delivered,2018-02-25 12:15:02,2018-02-26 22:10:27,2018-03-08 18:06:50,2018-04-06 01:26:34,2018-03-27 00:00:00,2,b6106bf3d09b8fdd33c3a9559da43145,08cdbae123ff67ca4e36d9d641ce0119,2018-03-04 22:10:27,460.0,237.11,moveis_sala,57.0,725.0,1.0,30000.0,48.0,52.0,75.0,ef7361e14a64f77990f58e9c571e2f9a,65800,balsas,MA,1.0,1,57,0.7419194802684067
cfed507ac357129f750f05a0d7d71b15,088d20d5878711d537176871a6e850e4,delivered,2018-02-25 12:15:02,2018-02-26 22:10:27,2018-03-08 18:06:50,2018-04-06 01:26:34,2018-03-27 00:00:00,3,b6106bf3d09b8fdd33c3a9559da43145,08cdbae123ff67ca4e36d9d641ce0119,2018-03-04 22:10:27,460.0,237.11,moveis_sala,57.0,725.0,1.0,30000.0,48.0,52.0,75.0,ef7361e14a64f77990f58e9c571e2f9a,65800,balsas,MA,1.0,1,57,0.7419194802684067
292d7ad29c8a2d97eb84d18ab3d38997,94a76fda52e426706a1cb197d6db0d2e,delivered,2018-07-05 21:37:23,2018-07-06 21:30:50,2018-07-19 13:00:00,2018-07-24 19:54:25,2018-08-10 00:00:00,1,a8baceb529f7e2a5c770cc5b4e3da35d,17f51e7198701186712e53a39c564617,2018-07-23 21:30:50,760.0,255.92,beleza_saude,55.0,432.0,1.0,30000.0,55.0,75.0,61.0,8d03a1ff1f1db05d26e88fde44408527,77022,palmas,TO,3.0,0,11,0.7452553408754106
714d72a98db4e167095c024702d7422a,075e190ab1296f43d2984ddca2f8adec,delivered,2018-06-18 17:21:05,2018-06-19 06:35:47,2018-06-19 14:23:00,2018-06-27 12:13:12,2018-07-23 00:00:00,1,0661920a7a5f19746f501d1190888270,17a053fcb14bd219540cbde0df490be0,2018-06-25 06:35:47,389.9,201.46,moveis_escritorio,47.0,2164.0,1.0,15300.0,58.0,28.0,56.0,0bf013b2121f8ec0862f74fdebae586d,59064,natal,RN,5.0,0,55,0.7077348262366809
264a7e199467906c0727394df82d1a6a,9913942a9bd26b840c4d19db0cbf6b89,delivered,2018-04-06 17:20:33,2018-04-07 17:15:10,2018-04-25 13:57:00,2018-05-08 13:12:16,2018-05-21 00:00:00,1,97c948ebc8c04b26b7bbb095d4228f2a,17f51e7198701186712e53a39c564617,2018-04-23 17:15:10,1050.0,338.3,beleza_saude,60.0,554.0,1.0,30000.0,55.0,75.0,61.0,5f2f6fba74de007241fedfc485b72ba7,78500,colider,MT,5.0,0,11,0.811502214724947
9d817e85739426de1efcd842ee59cbd1,94a0145915f0bda7507fe35db2b2698e,delivered,2018-05-15 00:08:11,2018-05-16 00:15:48,2018-05-16 15:51:00,2018-05-22 17:52:56,2018-06-21 00:00:00,1,21d2fdced5c69bfc6539b67908a4ad28,1554a68530182680ad5c8b042c3ab563,2018-05-22 00:15:48,177.99,207.78,moveis_sala,31.0,363.0,1.0,6450.0,55.0,15.0,46.0,188b4725e34369a393ae43a6f7703876,26540,nilopolis,RJ,1.0,1,57,0.7157661732417004
ed657707e074ec97427d985ed5c4d21f,bde50ee04764902429e54d2514941f16,delivered,2018-06-15 18:01:49,2018-06-15 18:22:01,2018-06-28 15:12:00,2018-07-05 15:39:51,2018-08-10 00:00:00,1,8ed094bfe076c568f6bb10feada3f75d,7c67e1448b00f6e969d365cea6b010ab,2018-06-29 18:22:01,179.9,193.39,moveis_escritorio,43.0,1128.0,1.0,16133.0,63.0,59.0,25.0,8259b1b1f125ab7649d39ad67c8505f7,78500,colider,MT,1.0,1,55,0.700940207938693
3fde74c28a3d5d618c00f26d51baafa0,f2c743697f9b2ff2902df23a16582d80,delivered,2018-08-13 14:07:50,2018-08-15 03:15:09,2018-08-15 08:53:00,2018-08-24 00:14:39,2018-09-05 00:00:00,1,a3cd9517ebf5a50dca25acce54f3b171,6fa9202c10491e472dffd59a3e82b2a3,2018-08-22 03:15:09,2338.08,375.28,utilidades_domesticas,52.0,1910.0,4.0,30000.0,75.0,58.0,65.0,5e92460d739e8dd987e279285a1d278c,88053,florianopolis,SC,5.0,0,73,0.8437267160864304
43bdbd9dc0931d72befdf4765af6c442,3c7c62e8d38fb18a33a45db8021f2d69,delivered,2018-07-06 11:07:02,2018-07-10 08:35:21,2018-07-10 12:59:00,2018-07-24 20:16:54,2018-07-30 00:00:00,1,7e53e051875b2a0c9f22acd8a9a29a20,eeb6de78f79159600292e314a77cbd18,2018-07-12 08:35:21,3089.0,317.47,industria_comercio_e_negocios,56.0,508.0,1.0,11300.0,44.0,34.0,25.0,95a744604de66a2e40e18086e69be4f2,58041,joao pessoa,PB,5.0,0,43,0.7934673036519472
